,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,state_clean
185,Andhra Pradesh,narasaraopet,KANTE SAYANNA,MALE,40,GENERAL,IND,Apple,364,1,365,1670391,andhra pradesh
186,Andhra Pradesh,narasaraopet,GADDALA VENU,MALE,28,SC,IND,Laptop,619,3,622,1670391,andhra pradesh
187,Andhra Pradesh,narasaraopet,DURGAMPUDI RAMIREDDY,MALE,66,GENERAL,IND,Helicopter,2684,1,2685,1670391,andhra pradesh
188,Andhra Pradesh,narasaraopet,PARIMI NARASIMHA RAO,MALE,32,GENERAL,IND,Bat,998,2,1000,1670391,andhra pradesh
189,Andhra Pradesh,narasaraopet,REDDYBOINA PRASANNA KUMAR,MALE,50,SC,IND,Air Conditioner,1382,1,1383,1670391,andhra pradesh
190,Andhra Pradesh,narasaraopet,NOTA,unknown,46,unkown,NOTA,unkown,12489,38,12527,1670391,andhra pradesh
191,Andhra Pradesh,bapatla,CHALLAGALI KISHORE KUMAR,MALE,43,SC,BJP,Lotus,9842,509,10351,1468671,andhra pradesh
192,Andhra Pradesh,bapatla,K. DEVANAND,MALE,64,SC,BSP,Elephant,42262,318,42580,1468671,andhra pradesh
193,Andhra Pradesh,bapatla,NANDIGAM SURESH,MALE,42,SC,YSRCP,Ceiling Fan,592250,6007,598257,1468671,andhra pradesh
194,Andhra Pradesh,bapatla,MALYADRI SRIRAM,MALE,65,SC,TDP,Bicycle,577403,4789,582192,1468671,andhra pradesh
195,Andhra Pradesh,bapatla,J.D. SEELAM,MALE,65,SC,INC,Hand,12941,214,13155,1468671,andhra pradesh
196,Andhra Pradesh,bapatla,KUMAR KATTEPOGU,MALE,53,SC,PPOI,FLUTE,877,8,885,1468671,andhra pradesh
197,Andhra Pradesh,bapatla,GADDE HARI BABU,MALE,40,SC,NPT,Bat,521,9,530,1468671,andhra pradesh
198,Andhra Pradesh,bapatla,CHINA NAGESWARA RAO SADHU,MALE,35,SC,MPP,Telephone,463,3,466,1468671,andhra pradesh
199,Andhra Pradesh,bapatla,THUMATI RAVI,MALE,46,SC,AlPP,Cot,368,2,370,1468671,andhra pradesh
200,Andhra Pradesh,bapatla,NUTHAKKI RAMA RAO,MALE,71,SC,AINPP,Boat with Man and Sail,600,6,606,1468671,andhra pradesh
201,Andhra Pradesh,bapatla,GELLA NAGAMALLI,FEMALE,34,SC,IND,Basket containing Fruits,651,4,655,1468671,andhra pradesh
202,Andhra Pradesh,bapatla,GOLLA BABURAO,MALE,46,SC,IND,Stumps,1271,5,1276,1468671,andhra pradesh
203,Andhra Pradesh,bapatla,BUSSA NAGARAJU,MALE,29,SC,IND,CCTV Camera,1943,8,1951,1468671,andhra pradesh
204,Andhra Pradesh,bapatla,NOTA,unknown,46,unkown,NOTA,unkown,13178,40,13218,1468671,andhra pradesh
205,Andhra Pradesh,ongole,THOGANTI SREENIVASULU,MALE,44,GENERAL,BJP,Lotus,7587,642,8229,1556469,andhra pradesh
206,Andhra Pradesh,ongole,MAGUNTA SREENIVASULU REDDY,MALE,65,GENERAL,YSRCP,Ceiling Fan,729344,9858,739202,1556469,andhra pradesh
207,Andhra Pradesh,ongole,SIDDA RAGHAVA RAO,MALE,61,GENERAL,TDP,Bicycle,516287,8064,524351,1556469,andhra pradesh
208,Andhra Pradesh,ongole,DR SIRIVELLA PRASAD,MALE,51,GENERAL,INC,Hand,8001,138,8139,1556469,andhra pradesh
209,Andhra Pradesh,ongole,KONDA PRAVEEN KUMAR,MALE,45,ST,NPT,Bat,805,6,811,1556469,andhra pradesh
210,Andhra Pradesh,ongole,BELLAMKONDA SAIBABU,MALE,49,GENERAL,JnP,Glass Tumbler,29054,325,29379,1556469,andhra pradesh
211,Andhra Pradesh,ongole,MARAM SRINIVASA REDDY,MALE,27,GENERAL,PRSHP,Helicopter,3253,5,3258,1556469,andhra pradesh
212,Andhra Pradesh,ongole,VENKATESAN BABURAO,MALE,34,GENERAL,IPBP,Trumpet,1068,5,1073,1556469,andhra pradesh
213,Andhra Pradesh,ongole,KAVURI VENU BABU NAIDU,MALE,41,GENERAL,IND,Ganna Kisan,564,1,565,1556469,andhra pradesh
214,Andhra Pradesh,ongole,BILLA CHENNAIAH,MALE,49,SC,IND,BOX,671,2,673,1556469,andhra pradesh
215,Andhra Pradesh,ongole,MADHU YATTAPU,MALE,33,GENERAL,IND,Batsman,1160,0,1160,1556469,andhra pradesh
216,Andhra Pradesh,ongole,MOHAN AYYAPPA,MALE,29,GENERAL,IND,Air Conditioner,1451,0,1451,1556469,andhra pradesh
217,Andhra Pradesh,ongole,VENKATESH VEPURI,MALE,32,GENERAL,IND,Skipping Rope,3208,4,3212,1556469,andhra pradesh
218,Andhra Pradesh,ongole,NOTA,unknown,46,unkown,NOTA,unkown,20843,22,20865,1556469,andhra pradesh
219,Andhra Pradesh,nandyal,ADINARAYANA INTY,MALE,67,GENERAL,BJP,Lotus,8794,272,9066,1603220,andhra pradesh
220,Andhra Pradesh,nandyal,JANGITE LAKSHMI NARASIMHA YADAV,MALE,33,GENERAL,INC,Hand,14313,107,14420,1603220,andhra pradesh
221,Andhra Pradesh,nandyal,POCHA . BRAHMANANDA REDDY,MALE,60,GENERAL,YSRCP,Ceiling Fan,715024,5864,720888,1603220,andhra pradesh
222,Andhra Pradesh,nandyal,MANDRA SIVANANDA REDDY,MALE,57,GENERAL,TDP,Bicycle,466869,3900,470769,1603220,andhra pradesh
223,Andhra Pradesh,nandyal,D. P. JAMAL BASHA.,MALE,48,GENERAL,AYSRCP,Football Player,3981,108,4089,1603220,andhra pradesh
224,Andhra Pradesh,nandyal,PULA. NAGAMADDILETY,MALE,40,SC,ANC,Gramophone,931,6,937,1603220,andhra pradesh
225,Andhra Pradesh,nandyal,D. MAHAMMAD RAFI .,MALE,29,GENERAL,BCUF,Television,645,4,649,1603220,andhra pradesh
226,Andhra Pradesh,nandyal,RUDDIREDDY RADHAKRISHNA,MALE,38,GENERAL,AIFB,Lion,667,6,673,1603220,andhra pradesh
227,Andhra Pradesh,nandyal,S.P.Y. REDDY,MALE,69,GENERAL,JnP,Glass Tumbler,38568,303,38871,1603220,andhra pradesh
228,Andhra Pradesh,nandyal,S. A. INDUMATHI,FEMALE,42,SC,IND,Phone Charger,842,5,847,1603220,andhra pradesh
229,Andhra Pradesh,nandyal,ELLURI. BHUPAL.,MALE,39,SC,IND,Camera,667,1,668,1603220,andhra pradesh
230,Andhra Pradesh,nandyal,K.P. KAMBAGIRISWAMY.,MALE,40,GENERAL,IND,Apple,765,2,767,1603220,andhra pradesh
231,Andhra Pradesh,nandyal,JESTADI SUDHAKAR,MALE,38,SC,IND,Tractor Chalata Kisan,4542,0,4542,1603220,andhra pradesh
232,Andhra Pradesh,nandyal,I.V. PAKKIR REDDY,MALE,70,GENERAL,IND,Dish Antenna,3103,0,3103,1603220,andhra pradesh
233,Andhra Pradesh,nandyal,POLURU GURUVAIAH,MALE,39,GENERAL,IND,Electric Pole,6099,0,6099,1603220,andhra pradesh
234,Andhra Pradesh,nandyal,BHUMA KISHOR REDDY,MALE,35,GENERAL,IND,Battery Torch,4848,4,4852,1603220,andhra pradesh
235,Andhra Pradesh,nandyal,B.C. RAMANATHA REDDY,MALE,54,GENERAL,IND,Fountain,2543,0,2543,1603220,andhra pradesh
236,Andhra Pradesh,nandyal,Dr. LAKSHMI KANTHA REDDY CHITLA,MALE,34,GENERAL,IND,Black Board,1428,1,1429,1603220,andhra pradesh
237,Andhra Pradesh,nandyal,VANGALA PARAMESWARA REDDY.,MALE,40,GENERAL,IND,SHIP,2380,2,2382,1603220,andhra pradesh
238,Andhra Pradesh,nandyal,C. SURENDRA NATH REDDY,MALE,54,GENERAL,IND,Pineapple,1708,0,1708,1603220,andhra pradesh
239,Andhra Pradesh,nandyal,NOTA,unknown,46,unkown,NOTA,unkown,9759,32,9791,1603220,andhra pradesh
240,Andhra Pradesh,kurnool,AHMED ALI KHAN,MALE,42,GENERAL,INC,Hand,36411,89,36500,1573009,andhra pradesh
241,Andhra Pradesh,kurnool,KOTLA JAYA SURYA PRAKASH REDDY,MALE,67,GENERAL,TDP,Bicycle,453071,3324,456395,1573009,andhra pradesh
242,Andhra Pradesh,kurnool,Dr. PARTHASARATHI VALMIKI,MALE,48,GENERAL,BJP,Lotus,24177,241,24418,1573009,andhra pradesh
243,Andhra Pradesh,kurnool,K. PRABHAKARA REDDY,MALE,58,GENERAL,CPIM,"Hammer, Sickle and Star",18964,101,19065,1573009,andhra pradesh
244,Andhra Pradesh,kurnool,AYUSHMAN DOCTOR SANJEEV KUMAR,MALE,52,GENERAL,YSRCP,Ceiling Fan,603098,2364,605462,1573009,andhra pradesh
245,Andhra Pradesh,kurnool,ABDUL WARIS,MALE,58,GENERAL,SDPI,Sewing Machine,7289,4,7293,1573009,andhra pradesh
246,Andhra Pradesh,kurnool,KASULA RAJASEKHAR,MALE,46,GENERAL,PPOI,FLUTE,1228,3,1231,1573009,andhra pradesh
247,Andhra Pradesh,kurnool,DANDU SESHU YADAV,MALE,39,GENERAL,SP,Helicopter,3280,2,3282,1573009,andhra pradesh
248,Andhra Pradesh,kurnool,M. NAGANNA,MALE,66,SC,SUCI(C),Battery Torch,1283,2,1285,1573009,andhra pradesh
249,Andhra Pradesh,kurnool,S.MD. SHAFATH,MALE,30,GENERAL,RRS,Gas Cylinder,1228,1,1229,1573009,andhra pradesh
250,Andhra Pradesh,kurnool,G Sanjeeva Kumar,MALE,38,SC,SMFB,Crane,2105,2,2107,1573009,andhra pradesh
251,Andhra Pradesh,kurnool,H. THOMAS,MALE,47,GENERAL,IND,COCONUT FARM,1499,7,1506,1573009,andhra pradesh
252,Andhra Pradesh,kurnool,DEVARAPOGU MADDILETY,MALE,45,SC,IND,Man Blowing Turha,1701,1,1702,1573009,andhra pradesh
253,Andhra Pradesh,kurnool,BALIJA. SHIVA KUMAR,MALE,40,GENERAL,IND,Swing,2751,0,2751,1573009,andhra pradesh
254,Andhra Pradesh,kurnool,T. BEECHUPALLY,MALE,26,GENERAL,IND,Tractor Chalata Kisan,9807,0,9807,1573009,andhra pradesh
255,Andhra Pradesh,kurnool,SRIHARI. P. V.,MALE,51,GENERAL,IND,COMPUTER,6574,3,6577,1573009,andhra pradesh
256,Andhra Pradesh,kurnool,NOTA,unknown,46,unkown,NOTA,unkown,7691,26,7717,1573009,andhra pradesh
257,Andhra Pradesh,anantapur,D.JAGADEESH,MALE,58,GENERAL,CPI,Ears of Corn And Sickle,20192,102,20294,1664160,andhra pradesh
258,Andhra Pradesh,anantapur,TALARI RANGAIAH,MALE,48,GENERAL,YSRCP,Ceiling Fan,690901,4307,695208,1664160,andhra pradesh
259,Andhra Pradesh,anantapur,J.C. PAVAN REDDY,MALE,45,GENERAL,TDP,Bicycle,550597,3183,553780,1664160,andhra pradesh
260,Andhra Pradesh,anantapur,K.RAJIV REDDY,MALE,29,GENERAL,INC,Hand,29994,85,30079,1664160,andhra pradesh
261,Andhra Pradesh,anantapur,HAMSA DEVINENI,FEMALE,33,GENERAL,BJP,Lotus,7440,164,7604,1664160,andhra pradesh
262,Andhra Pradesh,anantapur,GADIDAMA RANGANAYAKULU,MALE,43,SC,VJNP,Ring,728,0,728,1664160,andhra pradesh
263,Andhra Pradesh,anantapur,P.RADHA KRISHNA,MALE,40,GENERAL,RD,Latch,1219,1,1220,1664160,andhra pradesh
264,Andhra Pradesh,anantapur,G. LALITHA,FEMALE,56,GENERAL,SUCI(C),Battery Torch,890,9,899,1664160,andhra pradesh
265,Andhra Pradesh,anantapur,M.VENKATESULU,MALE,48,GENERAL,PPOI,FLUTE,1043,5,1048,1664160,andhra pradesh
266,Andhra Pradesh,anantapur,S.V.P. YADAV,MALE,51,GENERAL,IND,Tractor Chalata Kisan,4398,0,4398,1664160,andhra pradesh
267,Andhra Pradesh,anantapur,P. RANGAIAH,MALE,48,GENERAL,IND,Electric Pole,3580,8,3588,1664160,andhra pradesh
268,Andhra Pradesh,anantapur,L. RANGAIAH,MALE,70,GENERAL,IND,Dish Antenna,1688,3,1691,1664160,andhra pradesh
269,Andhra Pradesh,anantapur,VADDE KASINATH,MALE,28,GENERAL,IND,Gas Stove,2063,3,2066,1664160,andhra pradesh
270,Andhra Pradesh,anantapur,SOMANATH DESHMUKH,MALE,50,GENERAL,IND,DIAMOND,3236,1,3237,1664160,andhra pradesh
271,Andhra Pradesh,anantapur,NOTA,unknown,46,unkown,NOTA,unkown,16406,60,16466,1664160,andhra pradesh
272,Andhra Pradesh,hindupur,KAMAGANAHALLI THIPPESWAMY SREEDHAR (K.T.SREEDHAR),MALE,41,GENERAL,INC,Hand,26973,183,27156,1578218,andhra pradesh
273,Andhra Pradesh,hindupur,KURUVA GORANTLA MADHAV,MALE,50,GENERAL,YSRCP,Ceiling Fan,699739,6863,706602,1578218,andhra pradesh
274,Andhra Pradesh,hindupur,KRISTAPPA . NIMMALA,MALE,63,GENERAL,TDP,Bicycle,561602,4252,565854,1578218,andhra pradesh
275,Andhra Pradesh,hindupur,MITTA PARTHASARATHI,MALE,60,GENERAL,BJP,Lotus,13530,275,13805,1578218,andhra pradesh
276,Andhra Pradesh,hindupur,Ram Mohan Singamneni,MALE,33,GENERAL,PPOI,FLUTE,1305,8,1313,1578218,andhra pradesh
277,Andhra Pradesh,hindupur,S.R.Anjaneyulu,MALE,35,GENERAL,IND,Pan,1215,12,1227,1578218,andhra pradesh
278,Andhra Pradesh,hindupur,GOGULA PULAKUNTA JAYANTH,MALE,61,GENERAL,IND,Battery Torch,1578,4,1582,1578218,andhra pradesh
279,Andhra Pradesh,hindupur,Mugi Surya Prakash,MALE,63,GENERAL,IND,Ring,1315,1,1316,1578218,andhra pradesh
280,Andhra Pradesh,hindupur,Ramamohan D.G.,MALE,51,GENERAL,IND,Apple,2230,1,2231,1578218,andhra pradesh
281,Andhra Pradesh,hindupur,NOTA,unknown,46,unkown,NOTA,unkown,17356,72,17428,1578218,andhra pradesh
282,Andhra Pradesh,kadapa,Y.S.Avinash Reddy,MALE,34,GENERAL,YSRCP,Ceiling Fan,777967,5532,783499,1570330,andhra pradesh
283,Andhra Pradesh,kadapa,Adi Narayana Reddy Chadipirala,MALE,61,GENERAL,TDP,Bicycle,400142,2631,402773,1570330,andhra pradesh
284,Andhra Pradesh,kadapa,Gundlakunta Sreeramulu,MALE,42,GENERAL,INC,Hand,8280,61,8341,1570330,andhra pradesh
285,Andhra Pradesh,kadapa,Gujjula Eswaraiah,MALE,50,GENERAL,CPI,Ears of Corn And Sickle,6152,90,6242,1570330,andhra pradesh
286,Andhra Pradesh,kadapa,Sri Rama Chandra Singareddy,MALE,50,GENERAL,BJP,Lotus,3917,168,4085,1570330,andhra pradesh
287,Andhra Pradesh,kadapa,Ameen Peeran,MALE,48,GENERAL,ANC,Gramophone,571,2,573,1570330,andhra pradesh
288,Andhra Pradesh,kadapa,Putha Lakshmi Reddy,MALE,32,GENERAL,RDHP,Air Conditioner,365,3,368,1570330,andhra pradesh
289,Andhra Pradesh,kadapa,Pedakala Varalakshmi,FEMALE,43,GENERAL,PPOI,FLUTE,705,11,716,1570330,andhra pradesh
290,Andhra Pradesh,kadapa,C S N Reddy,MALE,53,GENERAL,NRCP,Scissors,445,1,446,1570330,andhra pradesh
291,Andhra Pradesh,kadapa,Anna Siva Chandra Reddy,MALE,39,GENERAL,AYSRCP,Football Player,1398,24,1422,1570330,andhra pradesh
292,Andhra Pradesh,kadapa,Gona Purushottam Reddy,MALE,40,GENERAL,IND,Road Roller,1131,3,1134,1570330,andhra pradesh
293,Andhra Pradesh,kadapa,Jakku Chenna Krishna Reddy,MALE,44,GENERAL,IND,Black Board,578,1,579,1570330,andhra pradesh
294,Andhra Pradesh,kadapa,Nyamatulla Shaik,MALE,31,GENERAL,IND,Apple,755,4,759,1570330,andhra pradesh
295,Andhra Pradesh,kadapa,P. S. S. Reddy,MALE,54,GENERAL,IND,CALCULATOR,865,0,865,1570330,andhra pradesh
296,Andhra Pradesh,kadapa,R. Venu Gopal,MALE,39,GENERAL,IND,Ring,1748,0,1748,1570330,andhra pradesh
297,Andhra Pradesh,kadapa,NOTA,unknown,46,unkown,NOTA,unkown,14629,63,14692,1570330,andhra pradesh
298,Andhra Pradesh,nellore,Adala Prabhakara Reddy,MALE,70,GENERAL,YSRCP,Ceiling Fan,677014,6816,683830,1672845,andhra pradesh
299,Andhra Pradesh,nellore,Chandra Rajagopal,MALE,67,GENERAL,CPIM,"Hammer, Sickle and Star",18571,259,18830,1672845,andhra pradesh
300,Andhra Pradesh,nellore,Chevuru Devakumar Reddy,MALE,61,GENERAL,INC,Hand,9973,48,10021,1672845,andhra pradesh
301,Andhra Pradesh,nellore,Beeda Masthan Rao,MALE,60,GENERAL,TDP,Bicycle,529571,5688,535259,1672845,andhra pradesh
302,Andhra Pradesh,nellore,Sannapureddy Suresh Reddy,MALE,58,GENERAL,BJP,Lotus,12278,235,12513,1672845,andhra pradesh
303,Andhra Pradesh,nellore,Chinni Venkateswarlu,MALE,67,GENERAL,PPOI,FLUTE,836,5,841,1672845,andhra pradesh
304,Andhra Pradesh,nellore,Shaik Mahaboob Basha (Mabu),MALE,35,GENERAL,RPI(A),Sewing Machine,1317,2,1319,1672845,andhra pradesh
305,Andhra Pradesh,nellore,Kankanala Penchala Naidu,MALE,50,GENERAL,IND,SHIP,667,1,668,1672845,andhra pradesh
306,Andhra Pradesh,nellore,Narasapuram Prasad,MALE,50,GENERAL,IND,Chappals,2397,2,2399,1672845,andhra pradesh
307,Andhra Pradesh,nellore,Butti Nagaraju,MALE,49,SC,IND,Television,1089,12,1101,1672845,andhra pradesh
308,Andhra Pradesh,nellore,Meda Malla Reddy,MALE,68,GENERAL,IND,Apple,597,1,598,1672845,andhra pradesh
309,Andhra Pradesh,nellore,Sukapalli Naveen,MALE,33,GENERAL,IND,BELT,1014,0,1014,1672845,andhra pradesh
310,Andhra Pradesh,nellore,Dr. S. Suresh Babu,MALE,42,GENERAL,IND,Cauliflower,1482,0,1482,1672845,andhra pradesh
311,Andhra Pradesh,nellore,NOTA,unknown,46,unkown,NOTA,unkown,17128,33,17161,1672845,andhra pradesh
312,Andhra Pradesh,tirupati,Chintamohan,MALE,64,SC,INC,Hand,23926,113,24039,1650453,andhra pradesh
313,Andhra Pradesh,tirupati,Doctor Daggumati Sreehari Rao,MALE,52,SC,BSP,Elephant,20847,124,20971,1650453,andhra pradesh
314,Andhra Pradesh,tirupati,Panabaka Lakshmi,FEMALE,60,SC,TDP,Bicycle,490605,3896,494501,1650453,andhra pradesh
315,Andhra Pradesh,tirupati,Balli Durga Prasad Rao,MALE,63,SC,YSRCP,Ceiling Fan,717924,4953,722877,1650453,andhra pradesh
316,Andhra Pradesh,tirupati,Bommi Srihari Rao,MALE,44,SC,BJP,Lotus,16001,124,16125,1650453,andhra pradesh
317,Andhra Pradesh,tirupati,Karra Siva (Pyramid Siva),MALE,29,SC,PPOI,FLUTE,998,5,1003,1650453,andhra pradesh
318,Andhra Pradesh,tirupati,"Neeruguttu Nagesh, M.A., Philosophy",MALE,32,SC,JPD,Toffees,912,1,913,1650453,andhra pradesh
319,Andhra Pradesh,tirupati,Bokkam. Ramesh,MALE,43,SC,VCK,Stool,1194,1,1195,1650453,andhra pradesh
320,Andhra Pradesh,tirupati,Viruvuru Sudhakar,MALE,36,SC,VJNP,Ring,995,3,998,1650453,andhra pradesh
321,Andhra Pradesh,tirupati,M. Solomon,MALE,65,SC,ARPS,Mixee,1563,0,1563,1650453,andhra pradesh
322,Andhra Pradesh,tirupati,Kattamanchi Prabhakar,MALE,50,SC,IND,Gas Cylinder,1430,0,1430,1650453,andhra pradesh
323,Andhra Pradesh,tirupati,K.S. Munirathnam,MALE,65,SC,IND,Bat,2117,2,2119,1650453,andhra pradesh
324,Andhra Pradesh,tirupati,NOTA,unknown,46,unkown,NOTA,unkown,25750,31,25781,1650453,andhra pradesh
325,Andhra Pradesh,rajampet,P.V.MIDHUN REDDY,MALE,42,GENERAL,YSRCP,Ceiling Fan,695277,6934,702211,1546938,andhra pradesh
326,Andhra Pradesh,rajampet,M.SHAJAHAN BASHA (JAHA),MALE,48,GENERAL,INC,Hand,20959,191,21150,1546938,andhra pradesh
327,Andhra Pradesh,rajampet,D A SATHYA PRABHA,FEMALE,68,GENERAL,TDP,Bicycle,429710,4217,433927,1546938,andhra pradesh
328,Andhra Pradesh,rajampet,ASADI. VENKATADRI,MALE,60,SC,RKSP,Telephone,3449,11,3460,1546938,andhra pradesh
329,Andhra Pradesh,rajampet,KARIMULLA KHAN PATTAN,MALE,40,GENERAL,NavaP,Stethoscope,1132,3,1135,1546938,andhra pradesh
330,Andhra Pradesh,rajampet,KHADER VALI SHAIK,MALE,35,GENERAL,IUML,Ladder,1555,2,1557,1546938,andhra pradesh
331,Andhra Pradesh,rajampet,SYED MUKARRAM,MALE,42,GENERAL,JnP,Glass Tumbler,33833,153,33986,1546938,andhra pradesh
332,Andhra Pradesh,rajampet,NARESH KUMAR POOJALA,MALE,25,GENERAL,IND,Laptop,1761,7,1768,1546938,andhra pradesh
333,Andhra Pradesh,rajampet,PASUPULETI VENKATARAMANA ROYAL,MALE,42,GENERAL,IND,Cup & Saucer,3809,12,3821,1546938,andhra pradesh
334,Andhra Pradesh,rajampet,NOTA,unknown,46,unkown,NOTA,unkown,21289,50,21339,1546938,andhra pradesh
335,Andhra Pradesh,chittoor,CHEEMALA. RANGAPPA,MALE,60,SC,INC,Hand,24497,146,24643,1566499,andhra pradesh
336,Andhra Pradesh,chittoor,JAYARAM DUGGANI,MALE,70,SC,BJP,Lotus,10137,359,10496,1566499,andhra pradesh
337,Andhra Pradesh,chittoor,NARAMALLI SIVA PRASAD,MALE,67,SC,TDP,Bicycle,545374,4147,549521,1566499,andhra pradesh
338,Andhra Pradesh,chittoor,C. PUNYAMURTHY,MALE,45,SC,BSP,Elephant,19952,110,20062,1566499,andhra pradesh
339,Andhra Pradesh,chittoor,N. REDDEPPA,MALE,68,SC,YSRCP,Ceiling Fan,681325,5467,686792,1566499,andhra pradesh
340,Andhra Pradesh,chittoor,PALLIPATTU. ABHINAV VISHNU,MALE,27,SC,MPP,Telephone,3441,4,3445,1566499,andhra pradesh
341,Andhra Pradesh,chittoor,P. RAMACHANDRAN,MALE,42,SC,IND,Stool,1854,9,1863,1566499,andhra pradesh
342,Andhra Pradesh,chittoor,A. HEMANTH,MALE,28,SC,IND,Air Conditioner,2089,5,2094,1566499,andhra pradesh
343,Andhra Pradesh,chittoor,NOTA,unknown,46,unkown,NOTA,unkown,20503,53,20556,1566499,andhra pradesh
344,Arunachal Pradesh,arunachal west,KIREN RIJIJU,MALE,47,ST,BJP,Lotus,216494,9302,225796,463775,arunachal pradesh
345,Arunachal Pradesh,arunachal west,NABAM TUKI,MALE,51,ST,INC,Hand,49362,1591,50953,463775,arunachal pradesh
346,Arunachal Pradesh,arunachal west,SUBU KECHI,MALE,45,ST,PPA,Maize,4633,133,4766,463775,arunachal pradesh
347,Arunachal Pradesh,arunachal west,JARJUM ETE,FEMALE,56,ST,JD(S),A lady farmer carrying paddy on her head,41510,2410,43920,463775,arunachal pradesh
348,Arunachal Pradesh,arunachal west,JOMIN NYOKIR KARA,MALE,38,ST,AIFB,Lion,1879,42,1921,463775,arunachal pradesh
349,Arunachal Pradesh,arunachal west,KHYODA APIK,MALE,42,ST,NPEP,Book,26530,589,27119,463775,arunachal pradesh
350,Arunachal Pradesh,arunachal west,RUMAK JOMOH,MALE,32,ST,IND,Apple,1878,68,1946,463775,arunachal pradesh
351,Arunachal Pradesh,arunachal west,NOTA,unknown,46,unkown,NOTA,unkown,1837,52,1889,463775,arunachal pradesh
352,Arunachal Pradesh,arunachal east,Lowangcha Wanglat,MALE,69,ST,INC,Hand,80378,3557,83935,339788,arunachal pradesh
353,Arunachal Pradesh,arunachal east,Mongol Yomso,MALE,47,ST,PPA,Maize,22160,777,22937,339788,arunachal pradesh
354,Arunachal Pradesh,arunachal east,Tapir Gao,MALE,54,ST,BJP,Lotus,148567,5316,153883,339788,arunachal pradesh
355,Arunachal Pradesh,arunachal east,Bandey Mili,MALE,38,ST,JD(S),A lady farmer carrying paddy on her head,15304,654,15958,339788,arunachal pradesh
356,Arunachal Pradesh,arunachal east,C. C. Singpho,MALE,68,ST,IND,Helicopter,10955,538,11493,339788,arunachal pradesh
357,Arunachal Pradesh,arunachal east,NOTA,unknown,46,unkown,NOTA,unkown,5490,85,5575,339788,arunachal pradesh
358,Assam,karimganj,KRIPANATH MALLAH,MALE,46,SC,BJP,Lotus,471946,1100,473046,1340173,assam
359,Assam,karimganj,CHANDAN DAS,MALE,27,SC,AITC,Flowers and Grass,4848,22,4870,1340173,assam
360,Assam,karimganj,RADHESHYAM BISWAS,MALE,66,SC,AIUDF,Lock and Key,434519,138,434657,1340173,assam
361,Assam,karimganj,SWARUP DAS,MALE,37,SC,INC,Hand,120293,159,120452,1340173,assam
362,Assam,karimganj,AJOY KUMAR SARKAR,MALE,64,SC,AIFB,Lion,1537,1,1538,1340173,assam
363,Assam,karimganj,NIKHIL RANJAN DAS,MALE,50,SC,HND,Water Tank,2518,1,2519,1340173,assam
364,Assam,karimganj,PROBASH CHANDRA SARKAR,MALE,47,SC,SUCI(C),Battery Torch,1165,1,1166,1340173,assam
365,Assam,karimganj,ANUPAM SINGHA,MALE,34,SC,IND,Pineapple,1057,12,1069,1340173,assam
366,Assam,karimganj,PARIKSHIT ROY,MALE,48,SC,IND,School Bag,2765,0,2765,1340173,assam
367,Assam,karimganj,RABINDRA CHANDRA DAS,MALE,52,SC,IND,Truck,1714,5,1719,1340173,assam
368,Assam,karimganj,RAJU DAS,MALE,43,SC,IND,Chappals,2107,4,2111,1340173,assam
369,Assam,karimganj,RAMNARAYAN SUKLABAIDYA,MALE,59,SC,IND,Helicopter,1795,0,1795,1340173,assam
370,Assam,karimganj,SATYAJIT DAS,MALE,35,SC,IND,Table,2986,2,2988,1340173,assam
371,Assam,karimganj,HARILAL RABIDAS,MALE,43,SC,IND,Auto- Rickshaw,2821,1,2822,1340173,assam
372,Assam,karimganj,NOTA,unknown,46,unkown,NOTA,unkown,6548,7,6555,1340173,assam
373,Assam,silchar,RAJDEEP ROY,MALE,48,GENERAL,BJP,Lotus,496235,3179,499414,1195720,assam
374,Assam,silchar,SUSHMITA DEV,FEMALE,46,GENERAL,INC,Hand,416233,1585,417818,1195720,assam
375,Assam,silchar,HITABRATA ROY,MALE,75,GENERAL,AITC,Flowers and Grass,3498,16,3514,1195720,assam
376,Assam,silchar,NAZIA YASMIN MAZUMDAR,FEMALE,38,GENERAL,NPEP,Book,5650,43,5693,1195720,assam
377,Assam,silchar,Badrul Islam Barbhuiya,MALE,44,GENERAL,AIFB,Lion,829,11,840,1195720,assam
378,Assam,silchar,Shyam Deo Kurmi,MALE,66,GENERAL,SUCI(C),Battery Torch,1081,14,1095,1195720,assam
379,Assam,silchar,Ashitava Dutta,MALE,44,GENERAL,IND,Laptop,808,5,813,1195720,assam
380,Assam,silchar,Ashutosh Bhattacharjee,MALE,42,GENERAL,IND,Pen Nib with Seven Rays,1503,4,1507,1195720,assam
381,Assam,silchar,Nazmul Haque Laskar,MALE,48,GENERAL,IND,DIAMOND,1816,4,1820,1195720,assam
382,Assam,silchar,Puran Lal Goala,MALE,29,GENERAL,IND,Cup & Saucer,1459,1,1460,1195720,assam
383,Assam,silchar,Mohendra Chandra Das,MALE,44,SC,IND,Auto- Rickshaw,1652,3,1655,1195720,assam
384,Assam,silchar,Shuvadip Datta,MALE,52,GENERAL,IND,Boat with Man and Sail,1532,3,1535,1195720,assam
