,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,state_clean
1324,Gujarat,ahmedabad west,HARSHADKUMAR LAXMANBHAI SOLANKI,MALE,28,SC,RTORP,Battery Torch,613,8,621,1643317,gujarat
1325,Gujarat,ahmedabad west,BHITORA BHAVESH CHIMANBHAI,MALE,34,SC,IND,Matchbox,808,2,810,1643317,gujarat
1326,Gujarat,ahmedabad west,MALHOTRA PANKAJKUMAR DAYABHAI (DOCTOR SAHEB),MALE,45,SC,IND,Pen Nib with Seven Rays,1416,4,1420,1643317,gujarat
1327,Gujarat,ahmedabad west,MAHEDIA MAHENDRABHAI PARSOTTAMDAS,MALE,62,SC,IND,Bat,1347,4,1351,1643317,gujarat
1328,Gujarat,ahmedabad west,NOTA,unknown,46,unkown,NOTA,unkown,14580,139,14719,1643317,gujarat
1329,Gujarat,surendranagar,KOLI PATEL SOMABHAI GANDALAL,MALE,79,GENERAL,INC,Hand,351610,2797,354407,1849429,gujarat
1330,Gujarat,surendranagar,PARMAR GHOGHAJIBHAI KANJIBHAI,MALE,64,GENERAL,NCP,Clock,8151,113,8264,1849429,gujarat
1331,Gujarat,surendranagar,Dr. MUNJAPARA MAHENDRABHAI,MALE,50,GENERAL,BJP,Lotus,626957,4887,631844,1849429,gujarat
1332,Gujarat,surendranagar,ADVOCATE SHAILESH N. SOLANKI,MALE,35,SC,BSP,Elephant,12662,198,12860,1849429,gujarat
1333,Gujarat,surendranagar,THAKOR JAGUJI KUNVARJI URFE J.K. THAKOR,MALE,40,GENERAL,VPP,Phone Charger,1453,22,1475,1849429,gujarat
1334,Gujarat,surendranagar,DEKAVADIYA DARJIBHAI MAGANBHAI (PATIDAR),MALE,58,GENERAL,HND,Water Tank,1419,14,1433,1849429,gujarat
1335,Gujarat,surendranagar,OGHADBHAI SAGARAMBHAI MER,MALE,45,GENERAL,IND,Ring,814,3,817,1849429,gujarat
1336,Gujarat,surendranagar,KAMABHAI PETHABHAI MAKWANA,MALE,68,SC,IND,Boat with Man and Sail,876,15,891,1849429,gujarat
1337,Gujarat,surendranagar,KARIMBHAI ADAMBHAI URFE BABABHAI,MALE,65,GENERAL,IND,Room Cooler,1120,14,1134,1849429,gujarat
1338,Gujarat,surendranagar,KALUBHAI MALUBHAI VADALIYA,MALE,66,GENERAL,IND,COCONUT FARM,1131,2,1133,1849429,gujarat
1339,Gujarat,surendranagar,KOLI PATEL LALJIBHAI CHATURBHAI,MALE,63,GENERAL,IND,Batsman,4625,41,4666,1849429,gujarat
1340,Gujarat,surendranagar,KOLI RAMESHBHAI VIRSANGBHAI VAGHELA,MALE,39,GENERAL,IND,Battery Torch,1421,9,1430,1849429,gujarat
1341,Gujarat,surendranagar,GOLTAR BHAGVANBHAI MAIYABHAI,MALE,69,GENERAL,IND,Air Conditioner,2456,15,2471,1849429,gujarat
1342,Gujarat,surendranagar,JARGELA HASANBHAI ABDULBHAI,MALE,56,GENERAL,IND,Walking Stick,3101,9,3110,1849429,gujarat
1343,Gujarat,surendranagar,DANIYA ANIRUDDHBHAI GANDABHAI,MALE,54,GENERAL,IND,Scissors,3046,1,3047,1849429,gujarat
1344,Gujarat,surendranagar,DOST MER,MALE,36,GENERAL,IND,Cup & Saucer,11097,6,11103,1849429,gujarat
1345,Gujarat,surendranagar,NARESH MAKWANA,MALE,39,SC,IND,Bat,6636,1,6637,1849429,gujarat
1346,Gujarat,surendranagar,PATEL BALDEVBHAI JIVABHAI,MALE,68,GENERAL,IND,Auto- Rickshaw,2376,1,2377,1849429,gujarat
1347,Gujarat,surendranagar,BHATHANIYA FARIDBHAI AMIJIBHAI,MALE,32,GENERAL,IND,Camera,2887,0,2887,1849429,gujarat
1348,Gujarat,surendranagar,BHAVANBHAI DEVJIBHAI VORA,MALE,50,SC,IND,DIAMOND,3814,2,3816,1849429,gujarat
1349,Gujarat,surendranagar,BHANJIBHAI SHEKHAVA,MALE,46,SC,IND,Pot,971,11,982,1849429,gujarat
1350,Gujarat,surendranagar,BHUPATBHAI LALJIBHAI SOLANKI,MALE,36,SC,IND,BUCKET,1329,21,1350,1849429,gujarat
1351,Gujarat,surendranagar,MAKWANA DALPATBHAI LAGHARBHAI,MALE,68,SC,IND,Sewing Machine,743,3,746,1849429,gujarat
1352,Gujarat,surendranagar,RATHOD ASHOKBHAI VITTHALBHAI,MALE,51,SC,IND,Iron,1058,3,1061,1849429,gujarat
1353,Gujarat,surendranagar,RATHOD ANANDBHAI PACHANBHAI,MALE,37,SC,IND,HOCKEY & BALL,897,4,901,1849429,gujarat
1354,Gujarat,surendranagar,VAGHELA DAHYABHAI KHENGARBHAI,MALE,62,SC,IND,Dish Antenna,633,2,635,1849429,gujarat
1355,Gujarat,surendranagar,VAGHELA PRAKASHBHAI BACHUBHAI,MALE,42,SC,IND,BELT,694,3,697,1849429,gujarat
1356,Gujarat,surendranagar,SARDARKHAN MALEK,MALE,46,GENERAL,IND,Binoculars,993,0,993,1849429,gujarat
1357,Gujarat,surendranagar,SALIMBHAI SHAHBUDINBHAI PATHAN,MALE,32,GENERAL,IND,Hat,1153,0,1153,1849429,gujarat
1358,Gujarat,surendranagar,SAPRA VIPUL R.,MALE,33,GENERAL,IND,Tractor Chalata Kisan,2615,0,2615,1849429,gujarat
1359,Gujarat,surendranagar,HANIFBHAI KAYABHAI KATIYA,MALE,54,GENERAL,IND,Violin,2003,1,2004,1849429,gujarat
1360,Gujarat,surendranagar,NOTA,unknown,46,unkown,NOTA,unkown,8510,277,8787,1849429,gujarat
1361,Gujarat,rajkot,KAGATHARA LALITBHAI,MALE,61,GENERAL,INC,Hand,388405,1833,390238,1884339,gujarat
1362,Gujarat,rajkot,KUNDARIA MOHANBHAI KALYANJIBHAI,MALE,67,GENERAL,BJP,Lotus,755296,3349,758645,1884339,gujarat
1363,Gujarat,rajkot,VIJAY PARMAR,MALE,48,SC,BSP,Elephant,15288,100,15388,1884339,gujarat
1364,Gujarat,rajkot,AMARDAS B. DESANI,MALE,52,GENERAL,IND,Ganna Kisan,1383,9,1392,1884339,gujarat
1365,Gujarat,rajkot,CHITRODA NATHALAL (CHITRODA SIR),MALE,59,SC,IND,Black Board,1164,5,1169,1884339,gujarat
1366,Gujarat,rajkot,J. B. CHAUHAN,MALE,40,SC,IND,Bat,968,2,970,1884339,gujarat
1367,Gujarat,rajkot,CHAUHAN MANOJBHAI PRAVINBHAI,MALE,27,SC,IND,Air Conditioner,1140,6,1146,1884339,gujarat
1368,Gujarat,rajkot,JASPALSINH MAHAVEERSINH TOMAR,MALE,34,GENERAL,IND,Mixee,1587,9,1596,1884339,gujarat
1369,Gujarat,rajkot,DENGADA PRAVINBHAI MEGHJIBHAI,MALE,57,SC,IND,Batsman,2164,2,2166,1884339,gujarat
1370,Gujarat,rajkot,RAKESH PATEL,MALE,37,GENERAL,IND,COCONUT FARM,4237,6,4243,1884339,gujarat
1371,Gujarat,rajkot,NOTA,unknown,46,unkown,NOTA,unkown,18080,238,18318,1884339,gujarat
1372,Gujarat,porbandar,RAMESHBHAI LAVJIBHAI DHADUK,MALE,57,GENERAL,BJP,Lotus,560011,3870,563881,1662368,gujarat
1373,Gujarat,porbandar,LALIT VASOYA,MALE,57,GENERAL,INC,Hand,331883,2175,334058,1662368,gujarat
1374,Gujarat,porbandar,SAMATBHAI GOVABHAI KADAVALA,MALE,44,GENERAL,BSP,Elephant,9874,218,10092,1662368,gujarat
1375,Gujarat,porbandar,BHARGAV SURESHCHANDRA JOSHI,MALE,46,GENERAL,GJPP,Pen Stand,1514,10,1524,1662368,gujarat
1376,Gujarat,porbandar,VAKIL VINZUDA RANJITBHAI NARANBHAI,MALE,60,SC,BAHUMP,Whistle,707,6,713,1662368,gujarat
1377,Gujarat,porbandar,ALPESHKUMAR V.VADOLIYA(1008),MALE,33,GENERAL,IND,Helicopter,645,3,648,1662368,gujarat
1378,Gujarat,porbandar,ATROLIYA KARABHAI GAGANBHAI,MALE,40,GENERAL,IND,Tiller,742,38,780,1662368,gujarat
1379,Gujarat,porbandar,UNADKAT PRAKASHBHAI VALLABHDAS,MALE,57,GENERAL,IND,Television,604,1,605,1662368,gujarat
1380,Gujarat,porbandar,KIRTIKUMAR BAVANJIBHAI MARVANIA,MALE,58,GENERAL,IND,Truck,683,2,685,1662368,gujarat
1381,Gujarat,porbandar,BHANUBHAI NAGABHAI ODEDRA,MALE,49,GENERAL,IND,Ganna Kisan,792,23,815,1662368,gujarat
1382,Gujarat,porbandar,RABARI DASABHAI KARABHAI,MALE,33,GENERAL,IND,Table,3867,62,3929,1662368,gujarat
1383,Gujarat,porbandar,RATHOD DAYABHAI HIRABHAI,MALE,54,SC,IND,Pen Nib with Seven Rays,1345,5,1350,1662368,gujarat
1384,Gujarat,porbandar,RANK JIGNESHBHAI GOVINDBHAI,MALE,27,GENERAL,IND,Gas Stove,1216,2,1218,1662368,gujarat
1385,Gujarat,porbandar,RIYAZ OSMAN SURIYA ALIAS LALO MURGHIVALA,MALE,37,GENERAL,IND,Auto- Rickshaw,1979,4,1983,1662368,gujarat
1386,Gujarat,porbandar,RESHMA PATEL,FEMALE,34,GENERAL,IND,Tractor Chalata Kisan,3704,12,3716,1662368,gujarat
1387,Gujarat,porbandar,VIMALBHAI RATILAL RAMANI,MALE,36,GENERAL,IND,Bat,8652,1,8653,1662368,gujarat
1388,Gujarat,porbandar,ASHOK NANJI SONDARVA,MALE,52,SC,IND,Coat,7448,9,7457,1662368,gujarat
1389,Gujarat,porbandar,NOTA,unknown,46,unkown,NOTA,unkown,7675,165,7840,1662368,gujarat
1390,Gujarat,jamnagar,KANDORIYA MULUBHAI RANMALBHAI,MALE,60,GENERAL,INC,Hand,353199,1585,354784,1657166,gujarat
1391,Gujarat,jamnagar,POONAMBEN HEMATBHAI MAADAM,FEMALE,44,GENERAL,BJP,Lotus,587501,4087,591588,1657166,gujarat
1392,Gujarat,jamnagar,SUNIL JETHALAL VAGHELA,MALE,39,SC,BSP,Elephant,8674,121,8795,1657166,gujarat
1393,Gujarat,jamnagar,ALIMAMAD ISHAKBHAI PALANI,MALE,38,GENERAL,IND,Harmonium,855,2,857,1657166,gujarat
1394,Gujarat,jamnagar,ASHOK CHAVDA,MALE,34,SC,IND,COMPUTER,571,6,577,1657166,gujarat
1395,Gujarat,jamnagar,AAMIN MAMADBHAI SAFIYA,MALE,30,GENERAL,IND,Battery Torch,475,2,477,1657166,gujarat
1396,Gujarat,jamnagar,AMANDBHAI PATEL,MALE,69,GENERAL,IND,Laptop,410,3,413,1657166,gujarat
1397,Gujarat,jamnagar,KACHCHHI DAUD NATHA SUMARA,MALE,54,GENERAL,IND,Auto- Rickshaw,918,1,919,1657166,gujarat
1398,Gujarat,jamnagar,RABARI KARSHANBHAI JESHABHAI,MALE,47,GENERAL,IND,Sewing Machine,1417,19,1436,1657166,gujarat
1399,Gujarat,jamnagar,CHAVDA SHAMJI BABUBHAI,MALE,43,SC,IND,Slate,760,8,768,1657166,gujarat
1400,Gujarat,jamnagar,CHAUHAN DHIRAJ KANTILAL,MALE,32,SC,IND,Petrol Pump,768,6,774,1657166,gujarat
1401,Gujarat,jamnagar,JAHID AAVAD JAMI,MALE,48,GENERAL,IND,Pot,1245,1,1246,1657166,gujarat
1402,Gujarat,jamnagar,DONGA JAYANTILAL ARJANBHAI,MALE,53,GENERAL,IND,DIAMOND,2485,4,2489,1657166,gujarat
1403,Gujarat,jamnagar,NAKUM NARMADABEN KHODALAL,FEMALE,60,GENERAL,IND,Ganna Kisan,2106,7,2113,1657166,gujarat
1404,Gujarat,jamnagar,DALVADI NAKUM RASIK LALJI,MALE,30,GENERAL,IND,Pressure Cooker,10025,35,10060,1657166,gujarat
1405,Gujarat,jamnagar,POPATPUTRA RAFIK ABUBAKAR,MALE,56,GENERAL,IND,Football,8216,0,8216,1657166,gujarat
1406,Gujarat,jamnagar,BATHVAR NANJI AMARSHI,MALE,56,SC,IND,Gas Cylinder,5246,3,5249,1657166,gujarat
1407,Gujarat,jamnagar,BAXI MRUDUL ASHWINKUMAR,MALE,30,GENERAL,IND,Air Conditioner,3106,0,3106,1657166,gujarat
1408,Gujarat,jamnagar,BHARAT RAMJIBHAI DAGARA,MALE,33,SC,IND,Television,921,0,921,1657166,gujarat
1409,Gujarat,jamnagar,BHARKHANI KARABHAI JIVABHAI,MALE,50,GENERAL,IND,Kettle,1447,1,1448,1657166,gujarat
1410,Gujarat,jamnagar,BHAVNABA JADEJA,FEMALE,32,GENERAL,IND,Gas Stove,778,86,864,1657166,gujarat
1411,Gujarat,jamnagar,BHANDERI AMARSHIBHAI CHHAGANBHAI,MALE,47,GENERAL,IND,FLUTE,395,1,396,1657166,gujarat
1412,Gujarat,jamnagar,MAKRANI AJAZAHMED,MALE,37,GENERAL,IND,Diesel Pump,478,1,479,1657166,gujarat
1413,Gujarat,jamnagar,VALABHBHAI CHANABHAI SOJITRA (V. C. PATEL),MALE,59,GENERAL,IND,Tiller,529,0,529,1657166,gujarat
1414,Gujarat,jamnagar,SAMA YUSUF,MALE,52,GENERAL,IND,Pen Stand,648,1,649,1657166,gujarat
1415,Gujarat,jamnagar,SAHDEVSINH DILIPSINH CHUDASAMA,MALE,44,GENERAL,IND,Bat,1238,57,1295,1657166,gujarat
1416,Gujarat,jamnagar,SAPARIYA VIJAYKUMAR MANSUKHBHAI,MALE,38,GENERAL,IND,Binoculars,770,2,772,1657166,gujarat
1417,Gujarat,jamnagar,SUMBHANIA AAMIN ABASBHAI,MALE,37,GENERAL,IND,Cup & Saucer,1945,1,1946,1657166,gujarat
1418,Gujarat,jamnagar,NOTA,unknown,46,unkown,NOTA,unkown,7656,143,7799,1657166,gujarat
1419,Gujarat,junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,MALE,36,GENERAL,BJP,Lotus,543429,4315,547744,1642864,gujarat
1420,Gujarat,junagadh,DEVEN GOVINDBHAI VANVI,MALE,48,SC,BSP,Elephant,25448,243,25691,1642864,gujarat
1421,Gujarat,junagadh,VANSH PUNJABHAI BHIMABHAI,MALE,55,GENERAL,INC,Hand,394673,2860,397533,1642864,gujarat
1422,Gujarat,junagadh,BHUT ASHOKBHAI BHIMJIBHAI,MALE,66,GENERAL,RSP(S),Battery Torch,3253,3,3256,1642864,gujarat
1423,Gujarat,junagadh,RATHOD NATHABHAI VASHARAMBHAI,MALE,69,GENERAL,VPP,Phone Charger,910,6,916,1642864,gujarat
1424,Gujarat,junagadh,KARIA DHIRENBHAI AMRUTLAL,MALE,37,GENERAL,IND,Mike,880,4,884,1642864,gujarat
1425,Gujarat,junagadh,ZALA MUKESHBHAI BHARAMALBHAI,MALE,36,GENERAL,IND,Helmet,1293,17,1310,1642864,gujarat
1426,Gujarat,junagadh,PANCHABHAI BHAYABHAI DAMANIYA,MALE,36,GENERAL,IND,SHIP,1201,8,1209,1642864,gujarat
1427,Gujarat,junagadh,PRADIPBHAI MAVJIBHAI TANK,MALE,44,GENERAL,IND,Batsman,1132,7,1139,1642864,gujarat
1428,Gujarat,junagadh,MAKWANA DHARMENDRA VAJUBHAI,MALE,34,SC,IND,Cup & Saucer,1801,5,1806,1642864,gujarat
1429,Gujarat,junagadh,VALA JAYPALSINH HAJABHAI,MALE,28,GENERAL,IND,Green Chilli,4130,35,4165,1642864,gujarat
1430,Gujarat,junagadh,HARESH MANUBHAI SARDHARA,MALE,37,GENERAL,IND,COCONUT FARM,3479,12,3491,1642864,gujarat
1431,Gujarat,junagadh,NOTA,unknown,46,unkown,NOTA,unkown,15396,203,15599,1642864,gujarat
1432,Gujarat,amreli,Kachhadiya Naranbhai Bhikhabhai,MALE,64,GENERAL,BJP,Lotus,527593,1442,529035,1628451,gujarat
1433,Gujarat,amreli,Chauhan Ravjibhai Mulabhai,MALE,47,SC,BSP,Elephant,9664,27,9691,1628451,gujarat
1434,Gujarat,amreli,Paresh Dhanani,MALE,42,GENERAL,INC,Hand,326781,823,327604,1628451,gujarat
1435,Gujarat,amreli,Dhapa Dharamshibhai Ramjibhai,MALE,45,GENERAL,VPP,Phone Charger,4731,16,4747,1628451,gujarat
1436,Gujarat,amreli,R.S. Gosai,MALE,45,GENERAL,IND,Pen Nib with Seven Rays,1762,1,1763,1628451,gujarat
1437,Gujarat,amreli,Chauhan Dayabhai Bhagvanbhai,MALE,54,GENERAL,IND,Tiller,1551,2,1553,1628451,gujarat
1438,Gujarat,amreli,Jerambhai R. Parmar,MALE,57,SC,IND,Bat,982,4,986,1628451,gujarat
1439,Gujarat,amreli,Dayala Shubhashbhai Parabatbhai,MALE,42,GENERAL,IND,Tractor Chalata Kisan,1411,2,1413,1628451,gujarat
1440,Gujarat,amreli,Nathalal Sukhadiya,MALE,44,GENERAL,IND,Truck,2204,3,2207,1628451,gujarat
1441,Gujarat,amreli,Mehta Nanalal Kalidas,MALE,62,GENERAL,IND,Gas Stove,2332,4,2336,1628451,gujarat
1442,Gujarat,amreli,Valodara Vrajlal Jivabhai,MALE,78,SC,IND,Auto- Rickshaw,5331,1,5332,1628451,gujarat
1443,Gujarat,amreli,Himmat Bagda,MALE,47,SC,IND,Pot,4926,7,4933,1628451,gujarat
1444,Gujarat,amreli,NOTA,unknown,46,unkown,NOTA,unkown,17513,54,17567,1628451,gujarat
1445,Gujarat,bhavnagar,PATEL MANHARBHAI NAGJIBHAI (VASANI),MALE,50,GENERAL,INC,Hand,329131,2623,331754,1768297,gujarat
1446,Gujarat,bhavnagar,DR.BHARATIBEN DHIRUBHAI SHIYAL,FEMALE,55,GENERAL,BJP,Lotus,655272,6001,661273,1768297,gujarat
1447,Gujarat,bhavnagar,VIJAYKUMAR RAMABHAI MAKADIYA,MALE,33,SC,BSP,Elephant,6882,59,6941,1768297,gujarat
1448,Gujarat,bhavnagar,DHAPA DHARAMSHIBHAI RAMJIBHAI,MALE,45,GENERAL,VPP,Phone Charger,7756,80,7836,1768297,gujarat
1449,Gujarat,bhavnagar,RAMDEVSINH BHARATSINH ZALA,MALE,32,GENERAL,JSVP,Auto- Rickshaw,2402,107,2509,1768297,gujarat
1450,Gujarat,bhavnagar,SONDHARVA BHARATBHAI KANJIBHAI,MALE,40,SC,SVPP,Whistle,1362,1,1363,1768297,gujarat
1451,Gujarat,bhavnagar,CHAUHAN AJAYKUMAR RAMRATANSINH (AMIT CHAUHAN),MALE,42,GENERAL,IND,Helicopter,1557,4,1561,1768297,gujarat
1452,Gujarat,bhavnagar,CHAMPABEN ZAVERBHAI CHAUHAN,FEMALE,59,GENERAL,IND,FLUTE,1822,6,1828,1768297,gujarat
1453,Gujarat,bhavnagar,SITAPARA SAGARBHAI BHURABHAI,MALE,41,GENERAL,IND,Tractor Chalata Kisan,3766,9,3775,1768297,gujarat
1454,Gujarat,bhavnagar,HARESHBHAI BABUBHAI VEGAD (HARABHAI),MALE,35,GENERAL,IND,Truck,6055,1,6056,1768297,gujarat
1455,Gujarat,bhavnagar,NOTA,unknown,46,unkown,NOTA,unkown,16115,268,16383,1768297,gujarat
1456,Gujarat,anand,PATEL MITESH RAMESHBHAI (BAKABHAI),MALE,54,GENERAL,BJP,Lotus,631581,1516,633097,1655870,gujarat
1457,Gujarat,anand,BHARATBHAI MADHAVSINH SOLANKI,MALE,65,GENERAL,INC,Hand,434006,1373,435379,1655870,gujarat
1458,Gujarat,anand,VANKAR RAMESHBHAI VALJIBHAI,MALE,45,GENERAL,BSP,Elephant,5935,24,5959,1655870,gujarat
1459,Gujarat,anand,BHATT ASHISHKUMAR MANOJKUMAR,MALE,42,GENERAL,ABJS,Ganna Kisan,1032,2,1034,1655870,gujarat
1460,Gujarat,anand,BHATT SUNILKUMAR NARENDRABHAI,MALE,38,GENERAL,RTORP,Auto- Rickshaw,1154,1,1155,1655870,gujarat
1461,Gujarat,anand,KEYUR PRAVINBHAI PATEL (BAKABHAI),MALE,38,GENERAL,IND,COMPUTER,966,0,966,1655870,gujarat
1462,Gujarat,anand,CHAVDA KAUSHIKKUMAR,MALE,45,GENERAL,IND,Pressure Cooker,1063,1,1064,1655870,gujarat
1463,Gujarat,anand,BHARATBHAI SOLANKI,MALE,38,GENERAL,IND,Telephone,2451,9,2460,1655870,gujarat
1464,Gujarat,anand,SANTOLKUMAR MAHIJIBHAI PATEL (BAKABHAI),MALE,40,GENERAL,IND,Bat,2300,1,2301,1655870,gujarat
1465,Gujarat,anand,HITENDRASINH MOHANSINH PARMAR,MALE,64,GENERAL,IND,Tractor Chalata Kisan,6854,0,6854,1655870,gujarat
1466,Gujarat,anand,NOTA,unknown,46,unkown,NOTA,unkown,18365,27,18392,1655870,gujarat
1467,Gujarat,kheda,Chauhan Devusinh,MALE,54,GENERAL,BJP,Lotus,711757,2815,714572,1804028,gujarat
1468,Gujarat,kheda,Bimal Shah,MALE,58,GENERAL,INC,Hand,345804,1623,347427,1804028,gujarat
1469,Gujarat,kheda,Bhailalbhai Kalubhai Pandav,MALE,36,SC,BSP,Elephant,7400,61,7461,1804028,gujarat
1470,Gujarat,kheda,Chauhan Parsottambhai Babarbhai,MALE,62,GENERAL,YJJP,Cup & Saucer,2093,7,2100,1804028,gujarat
1471,Gujarat,kheda,Patel Kamleshkumar Ratilal,MALE,54,GENERAL,HND,Water Tank,1759,5,1764,1804028,gujarat
1472,Gujarat,kheda,Pathan Ayashabanu,FEMALE,48,GENERAL,ANC,Gramophone,2171,5,2176,1804028,gujarat
1473,Gujarat,kheda,Pathan Imtiyazkhan Saeedkhan,MALE,42,GENERAL,ADPT,Pressure Cooker,4853,3,4856,1804028,gujarat
1474,Gujarat,kheda,NOTA,unknown,46,unkown,NOTA,unkown,18201,76,18277,1804028,gujarat
1475,Gujarat,panchmahal,Khant Vechatbhai Kuberbhai,MALE,68,GENERAL,INC,Hand,301046,2549,303595,1744762,gujarat
1476,Gujarat,panchmahal,Ratansinh Magansinh Rathod,MALE,59,GENERAL,BJP,Lotus,727301,4835,732136,1744762,gujarat
1477,Gujarat,panchmahal,Virendra Parsottamdas Patel,MALE,31,GENERAL,NCP,Clock,9809,17,9826,1744762,gujarat
1478,Gujarat,panchmahal,Shaikh Kalim Abdul Latif,MALE,52,GENERAL,BSP,Elephant,3892,13,3905,1744762,gujarat
1479,Gujarat,panchmahal,Rathod Vijaysinh Mohansinh,MALE,44,GENERAL,HND,Water Tank,4827,42,4869,1744762,gujarat
1480,Gujarat,panchmahal,Lalabhai Gadhvi,MALE,36,GENERAL,IND,Bat,9196,16,9212,1744762,gujarat
1481,Gujarat,panchmahal,NOTA,unknown,46,unkown,NOTA,unkown,20066,67,20133,1744762,gujarat
1482,Gujarat,dahod,KATARA BABUBHAI KHIMABHAI,MALE,58,ST,INC,Hand,431312,2852,434164,1598939,gujarat
1483,Gujarat,dahod,JASHVANTSINH SUMANBHAI BHABHOR,MALE,52,ST,BJP,Lotus,558977,2783,561760,1598939,gujarat
1484,Gujarat,dahod,BHABHOR DHULABHAI DITABHAI,MALE,64,ST,BSP,Elephant,11329,10,11339,1598939,gujarat
1485,Gujarat,dahod,KALARA RAMSINGBHAI NANJIBHAI,MALE,47,ST,HND,Water Tank,3835,1,3836,1598939,gujarat
1486,Gujarat,dahod,JAGDISHBHAI MANILAL MEDA,MALE,39,ST,BNJD,COCONUT FARM,3821,3,3824,1598939,gujarat
1487,Gujarat,dahod,DAMOR MANABHAI BHAVSINGBHAI,MALE,45,ST,IND,BUCKET,5204,7,5211,1598939,gujarat
1488,Gujarat,dahod,DEVDHA SAMSUBHAI KHATARABHAI,MALE,51,ST,IND,Boat with Man and Sail,11135,7,11142,1598939,gujarat
1489,Gujarat,dahod,NOTA,unknown,46,unkown,NOTA,unkown,31873,63,31936,1598939,gujarat
1490,Gujarat,vadodara,PRASHANT PATEL (TIKO),MALE,44,GENERAL,INC,Hand,293080,1462,294542,1794896,gujarat
1491,Gujarat,vadodara,ROHIT MADHUSUDAN MOHANBHAI,MALE,53,SC,BSP,Elephant,7429,29,7458,1794896,gujarat
1492,Gujarat,vadodara,RANJANBEN BHATT,FEMALE,56,GENERAL,BJP,Lotus,880905,2814,883719,1794896,gujarat
1493,Gujarat,vadodara,GOHIL RINKU,FEMALE,32,GENERAL,YJJP,Pendulum,3805,6,3811,1794896,gujarat
1494,Gujarat,vadodara,JAT SUBHAS SINGH BRIJLAL,MALE,36,GENERAL,AINHCP,Tractor Chalata Kisan,1093,4,1097,1794896,gujarat
1495,Gujarat,vadodara,TAPAN DASGUPTA,MALE,54,GENERAL,SUCI(C),Battery Torch,888,1,889,1794896,gujarat
1496,Gujarat,vadodara,MOHSIMMIYA (SAIYAD MOHSIN BAPU),MALE,58,GENERAL,BMUP,Cot,871,1,872,1794896,gujarat
1497,Gujarat,vadodara,LION DR. YASINALI POLRA,MALE,47,GENERAL,aicp,CCTV Camera,1791,4,1795,1794896,gujarat
1498,Gujarat,vadodara,SANTOSH S. SOLANKI,MALE,30,SC,BMFP,BISCUIT,856,2,858,1794896,gujarat
1499,Gujarat,vadodara,NIMESH PATEL (KAMROL),MALE,33,GENERAL,IND,FLUTE,947,16,963,1794896,gujarat
1500,Gujarat,vadodara,PATEL KALIDAS (KALIDAS M. PATEL ALIAS NAPOLEON),MALE,65,GENERAL,IND,Batsman,1429,2,1431,1794896,gujarat
1501,Gujarat,vadodara,DR. RAHUL VASUDEVBHAI VYAS,MALE,39,GENERAL,IND,Robot,3457,0,3457,1794896,gujarat
1502,Gujarat,vadodara,SINDHI MAHEBUBKHAN YUSUFKHAN (VAKIL),MALE,44,GENERAL,IND,Coat,4454,3,4457,1794896,gujarat
1503,Gujarat,vadodara,NOTA,unknown,46,unkown,NOTA,unkown,16901,98,16999,1794896,gujarat
1504,Gujarat,chhota udaipur,RATHVA GITABEN VAJESINGBHAI,FEMALE,47,ST,BJP,Lotus,761472,2973,764445,1671253,gujarat
1505,Gujarat,chhota udaipur,RATHVA FURKANBHAI BALAJIBHAI,MALE,48,ST,BSP,Elephant,14948,16,14964,1671253,gujarat
1506,Gujarat,chhota udaipur,RATHAVA RANJITSINH MOHANSINH,MALE,53,ST,INC,Hand,384059,2443,386502,1671253,gujarat
1507,Gujarat,chhota udaipur,VASAVA RAJESH SOMABHAI,MALE,36,ST,BTP,Auto- Rickshaw,10519,113,10632,1671253,gujarat
1508,Gujarat,chhota udaipur,UMESH JANGUBHAI RATHAWA,MALE,38,ST,IND,Tractor Chalata Kisan,3699,11,3710,1671253,gujarat
1509,Gujarat,chhota udaipur,PRAVINBHAI DHURSINGBHAI RATHVA,MALE,33,ST,IND,Ganna Kisan,3664,5,3669,1671253,gujarat
1510,Gujarat,chhota udaipur,RATHVA BHAVSINGBHAI NAMARSINGBHAI,MALE,40,ST,IND,Scissors,6884,3,6887,1671253,gujarat
1511,Gujarat,chhota udaipur,RATHVA MAGANBHAI CHATHIYABHAI,MALE,53,ST,IND,Truck,8781,1,8782,1671253,gujarat
1512,Gujarat,chhota udaipur,NOTA,unknown,46,unkown,NOTA,unkown,32816,52,32868,1671253,gujarat
1513,Gujarat,bharuch,Mansukhbhai Dhanjibhai Vasava,MALE,61,ST,BJP,Lotus,635374,2421,637795,1564519,gujarat
1514,Gujarat,bharuch,Vasava Rajeshbhai Chimanbhai,MALE,37,ST,BSP,Elephant,6224,11,6235,1564519,gujarat
1515,Gujarat,bharuch,Sherkhan Abdulsakur Pathan,MALE,37,GENERAL,INC,Hand,302890,691,303581,1564519,gujarat
1516,Gujarat,bharuch,Chhotubhai Amarsinh Vasava,MALE,73,ST,BTP,Auto- Rickshaw,143093,990,144083,1564519,gujarat
1517,Gujarat,bharuch,Pathan Salimkhan Sadikkhan,MALE,32,GENERAL,SANVP,Harmonium,2133,2,2135,1564519,gujarat
